age,monthly_income,smartphone_usage_years,social_media_hours,online_payment_trust_score,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,discount_sensitivity,return_frequency,avg_delivery_days,delivery_fee_sensitivity,free_return_importance,product_availability_online,impulse_buying_score,brand_loyalty_score,environmental_awareness,time_pressure_level,shopping_preference,digital_engagement,online_intensity,physical_preference,online_spend_ratio,gender_Female,gender_Male,gender_Other,city_tier_Tier 1,city_tier_Tier 2,city_tier_Tier 3
74,113980,3,3.0,6,1,46,14,145360,19610,6,8,7,9,5,5,1,9,5,4,0,9.4,0.7540983606557377,3.4,1.2753002693431361,False,True,False,True,False,False
69,169706,2,3.8,7,6,39,5,66991,14141,5,7,3,7,4,1,9,6,5,1,1,8.5,0.8666666666666667,4.5,0.3947450606044536,False,False,True,False,False,True
22,150162,13,3.9,2,4,13,6,27737,127573,8,9,5,3,7,3,5,8,9,9,2,9.4,0.65,2.6,0.18471261229463984,False,False,True,True,False,False
72,60266,1,1.9,1,2,39,18,29151,9458,9,8,1,1,6,2,10,8,10,6,0,10.299999999999999,0.6724137931034483,5.8,0.4836975459206531,True,False,False,False,True,False
22,176080,11,1.3,2,1,47,1,77741,24909,6,6,3,2,4,7,10,5,5,2,2,8.6,0.9591836734693877,6.1,0.44150703369472005,False,False,True,False,True,False
37,102643,1,1.2,3,7,43,3,26579,110423,6,8,4,8,9,7,5,1,1,5,2,8.799999999999999,0.9148936170212766,5.3,0.2589435329878025,False,False,True,False,False,True
32,73704,5,2.6,3,4,31,19,64940,70603,4,4,1,6,2,5,4,8,10,4,2,10.0,0.6078431372549019,4.9,0.8810799810053592,False,False,True,True,False,False
35,208938,12,0.0,8,1,23,11,26019,115847,10,2,6,9,4,9,7,8,3,7,2,8.2,0.6571428571428571,3.1,0.12452916880046329,False,False,True,False,True,False
64,132374,12,1.1,4,10,38,12,51040,38295,10,3,2,9,1,4,2,10,6,3,0,9.9,0.7450980392156863,2.2,0.3855712936732767,True,False,False,False,False,True
19,23382,5,1.6,1,1,36,11,68245,79072,10,1,7,10,9,10,5,5,7,10,2,9.1,0.75,8.1,2.9185733224992516,True,False,False,False,False,True
46,193846,12,1.7,2,7,32,12,71317,127483,4,1,5,6,9,7,2,10,7,3,2,7.7,0.7111111111111111,10.2,0.367903552801952,False,False,True,False,True,False
30,220642,9,3.3,9,5,29,14,6132,47273,2,1,7,4,1,7,7,3,7,8,2,13.2,0.6590909090909091,9.4,0.027791500296859634,False,False,True,True,False,False
21,220134,4,0.6,2,1,25,14,14922,75001,3,1,5,1,10,8,3,7,8,8,2,5.699999999999999,0.625,4.4,0.06778567697094964,False,False,True,False,False,True
59,104609,5,0.3,9,9,42,13,88281,2003,10,0,2,7,6,5,9,7,6,7,1,5.5,0.75,11.3,0.8439059363349584,True,False,False,True,False,False
62,61698,13,0.3,5,3,43,2,13486,64827,4,3,1,7,5,10,3,2,6,5,2,5.5,0.9347826086956522,8.2,0.21857728650383312,False,False,True,False,False,True
27,16110,6,3.2,4,10,13,7,36302,52277,2,4,6,2,3,6,2,6,4,1,2,7.800000000000001,0.6190476190476191,1.7,2.253243125814661,False,False,True,True,False,False
78,130266,13,1.7,4,1,11,11,926,128694,8,6,2,5,1,2,4,1,3,1,2,9.0,0.4782608695652174,10.1,0.007108477204510736,True,False,False,False,False,True
48,228053,10,1.7,3,2,43,17,41062,71229,7,5,2,5,9,2,4,1,5,3,2,7.9,0.7049180327868853,2.7,0.1800538468959106,False,True,False,False,True,False
58,146458,7,4.8,2,10,2,19,115630,91553,3,1,4,6,5,6,7,7,5,8,2,14.100000000000001,0.09090909090909091,7.9,0.7895042298527233,True,False,False,False,True,False
25,204585,9,3.1,8,6,6,0,137535,40420,5,6,2,3,5,10,10,7,8,4,2,4.8,0.8571428571428571,2.0,0.6722600764470688,True,False,False,True,False,False
20,230192,13,1.6,6,3,20,6,7010,25492,5,4,5,3,4,5,2,1,9,4,2,8.3,0.7407407407407407,6.6,0.030452707076236027,False,True,False,True,False,False
65,246059,6,0.7,9,10,26,13,84541,65993,2,0,3,8,4,3,6,5,7,10,2,7.2,0.65,9.3,0.3435788019182313,False,True,False,False,False,True
63,62801,1,4.9,2,8,9,18,78465,32823,6,0,1,3,7,2,9,4,6,6,2,11.0,0.32142857142857145,4.8,1.2494028852584314,False,False,True,False,True,False
26,129012,8,2.8,1,1,9,18,111003,113158,10,4,3,1,9,8,4,5,8,4,2,6.799999999999999,0.32142857142857145,10.8,0.8604016649484936,False,False,True,False,True,False
47,111085,14,1.9,8,1,35,11,49545,45174,5,1,2,3,7,2,1,8,2,5,2,8.1,0.7446808510638298,6.1,0.4460057973101921,True,False,False,True,False,False
70,217929,2,2.8,8,8,16,6,67698,84570,4,7,2,10,1,4,8,3,7,2,2,8.1,0.6956521739130435,8.6,0.31064103152388384,False,False,True,False,False,True
28,236048,9,2.0,5,1,41,7,119384,65873,7,2,6,1,10,2,8,4,10,3,2,11.1,0.8367346938775511,5.7,0.5057593974132489,False,False,True,False,True,False
52,46566,11,3.2,2,4,33,10,38062,102717,1,2,4,6,10,4,6,7,1,1,2,10.9,0.75,9.0,0.8173599329997637,False,True,False,False,False,True
54,178593,7,0.3,10,6,17,7,49452,98492,10,9,6,7,5,5,6,9,8,5,2,8.9,0.68,4.7,0.2768962003202795,False,True,False,False,True,False
78,38798,7,2.0,5,1,25,15,26563,108139,8,9,5,10,1,9,9,9,1,8,2,4.6,0.6097560975609756,8.5,0.6846310471919379,True,False,False,True,False,False
59,159637,10,1.1,8,4,1,8,14393,70918,2,7,1,7,6,9,4,3,10,8,2,9.3,0.1,3.8,0.09016023753742843,False,False,True,False,False,True
30,38027,10,2.4,4,5,8,8,50481,111577,7,0,2,8,2,2,6,2,6,3,2,10.5,0.47058823529411764,7.8,1.327469233196592,False,True,False,False,False,True
53,243703,12,1.3,2,1,44,3,20913,123362,2,0,5,8,8,9,7,8,4,3,2,6.6,0.9166666666666666,7.3,0.08581311755244067,False,True,False,True,False,False
73,20631,5,1.7,3,2,4,10,67940,24879,4,6,7,2,8,6,5,6,7,8,2,7.5,0.26666666666666666,5.0,3.2929430011632417,False,False,True,True,False,False
30,235937,8,1.8,3,2,25,9,85534,11410,10,0,3,3,7,5,2,5,1,10,0,6.0,0.7142857142857143,4.9,0.36252744365045053,False,False,True,True,False,False
29,71878,10,2.8,9,6,40,8,29544,126326,10,6,7,1,4,2,10,7,8,8,2,8.799999999999999,0.8163265306122449,6.8,0.41102408213803754,False,True,False,False,True,False
54,60206,1,2.0,3,2,14,4,44548,97216,5,9,1,1,1,5,9,8,8,7,2,9.299999999999999,0.7368421052631579,7.4,0.7399139634926172,True,False,False,False,True,False
27,118473,3,1.2,1,6,24,2,6552,52677,10,3,1,4,1,10,8,2,3,5,2,6.5,0.8888888888888888,7.2,0.05530327329203032,False,False,True,False,False,True
77,204654,9,3.0,7,9,25,12,142926,149764,7,7,4,7,4,5,3,10,8,4,2,10.0,0.6578947368421053,10.2,0.6983753145537612,False,False,True,True,False,False
73,73334,1,5.2,1,2,27,15,44409,63558,7,0,5,5,1,1,5,9,7,10,2,16.5,0.627906976744186,11.5,0.6055635099202291,False,False,True,True,False,False
26,87323,11,2.0,6,7,22,8,6999,49447,2,9,1,6,2,9,3,7,4,9,2,6.7,0.7096774193548387,6.8,0.08014978700013742,False,True,False,False,False,True
69,68619,8,4.2,10,1,20,7,90798,138132,6,8,3,9,3,6,1,3,10,8,2,11.0,0.7142857142857143,9.7,1.3232002331681725,False,True,False,True,False,False
24,118536,6,0.5,4,9,21,5,115808,38823,9,8,3,6,7,9,7,2,5,6,2,5.300000000000001,0.7777777777777778,4.5,0.976977652547306,False,True,False,False,True,False
19,172947,12,1.5,7,4,18,1,19816,133991,2,5,6,5,7,4,5,8,10,4,2,4.9,0.9,3.1,0.11457779216874436,False,False,True,False,True,False
71,170586,13,4.2,7,5,49,5,123110,38295,4,1,6,4,6,10,10,8,4,10,1,12.3,0.8909090909090909,2.5,0.7216845363362976,False,False,True,False,False,True
73,168652,10,2.8,7,4,9,18,1466,138263,8,5,7,5,10,7,4,8,5,7,2,8.4,0.32142857142857145,2.8,0.008692403929962704,False,False,True,False,True,False
77,231899,5,1.6,6,10,41,17,89971,105246,7,9,2,4,1,7,6,10,10,7,2,11.799999999999999,0.6949152542372882,5.7,0.3879732643380768,False,False,True,False,True,False
40,150360,12,3.6,7,9,35,5,4679,1164,7,9,2,6,1,6,5,8,5,8,1,11.6,0.8536585365853658,7.5,0.031118441617174666,False,True,False,False,False,True
56,21734,6,1.2,8,1,30,6,139197,100752,7,7,3,6,2,1,8,5,9,3,2,5.7,0.8108108108108109,9.6,6.404278812974465,True,False,False,True,False,False
57,229072,11,2.6,3,10,30,19,97666,18571,2,8,5,3,5,9,5,3,7,9,1,7.800000000000001,0.6,4.9,0.42635317125981675,True,False,False,False,True,False
56,54008,5,3.7,5,6,34,1,82506,132871,4,4,5,9,2,4,1,3,4,3,2,11.700000000000001,0.9444444444444444,7.1,1.5276342831750265,False,False,True,True,False,False
38,64349,9,3.0,10,5,10,3,66045,86983,1,8,3,10,6,1,3,10,10,6,2,7.4,0.7142857142857143,2.3,1.0263403263403263,False,True,False,False,False,True
40,153886,2,5.8,9,8,16,15,69943,110155,1,4,3,7,7,6,6,9,4,8,2,10.4,0.5,8.5,0.4545088279061909,True,False,False,True,False,False
46,189226,10,1.8,8,2,32,2,128959,113373,8,1,2,8,8,5,5,1,4,4,2,4.6000000000000005,0.9142857142857143,7.2,0.6815042250841582,False,True,False,True,False,False
31,153923,6,3.4,6,4,21,6,71021,124844,9,2,3,5,1,7,6,5,2,9,2,11.0,0.75,6.6,0.4614030300667862,False,True,False,True,False,False
43,139478,12,3.6,9,5,42,2,101075,51979,7,2,2,9,7,2,2,1,9,5,2,8.5,0.9333333333333333,4.2,0.7246610600878985,False,False,True,False,False,True
68,147672,4,2.2,10,8,25,6,101050,34250,3,3,7,10,6,6,2,8,6,4,2,9.700000000000001,0.78125,6.6,0.6842821639703941,False,False,True,True,False,False
22,71614,3,1.3,5,1,35,10,108149,37613,1,5,6,2,3,4,9,8,4,10,2,4.8,0.7608695652173914,11.0,1.5101445227955037,True,False,False,False,True,False
72,218474,12,4.0,2,7,47,15,25408,64188,7,8,2,10,4,1,3,4,10,1,2,7.4,0.746031746031746,9.5,0.11629705916008697,False,True,False,False,True,False
48,18692,5,1.8,9,8,1,15,50172,62035,3,5,2,6,6,5,1,3,7,8,2,10.000000000000002,0.058823529411764705,9.5,2.6839993580484673,False,True,False,False,False,True
42,141745,2,3.3,5,1,31,13,6083,18166,5,6,7,9,1,2,7,7,6,2,2,9.1,0.6888888888888889,5.3,0.04291479124631383,False,False,True,True,False,False
48,204099,3,3.1,8,5,2,15,76922,120921,3,3,4,1,2,6,10,7,6,9,2,8.2,0.1111111111111111,9.5,0.37688388045075943,False,True,False,False,True,False
67,35373,7,2.7,8,6,37,19,51262,144576,6,5,6,8,1,7,10,1,4,8,2,8.3,0.6491228070175439,2.9,1.4491434386837792,False,False,True,False,False,True
37,244708,12,4.3,4,10,49,6,6946,92121,1,0,5,10,5,6,2,10,3,6,2,10.3,0.875,5.6,0.028384734521411145,True,False,False,False,False,True
61,208877,1,2.9,4,5,22,1,49196,141820,5,3,7,3,4,6,7,1,7,4,2,13.5,0.9166666666666666,1.1,0.2355250433267266,True,False,False,False,False,True
72,127413,2,3.3,1,9,49,8,72585,60416,1,7,3,6,6,3,2,9,5,9,2,10.700000000000001,0.8448275862068966,9.8,0.5696783712935785,True,False,False,True,False,False
34,226455,3,3.0,5,4,0,4,118537,128216,6,8,4,8,8,2,1,4,2,7,2,9.700000000000001,0.0,5.4,0.5234438478114954,False,True,False,True,False,False
62,29507,10,2.6,9,2,4,9,67916,24072,2,2,6,2,9,5,9,5,6,9,2,7.3,0.2857142857142857,1.9,2.3016131218652567,False,True,False,False,True,False
19,77931,13,2.0,5,9,43,10,58557,2878,7,2,7,8,10,3,3,10,1,9,1,10.5,0.7962962962962963,2.0,0.7513858235384694,True,False,False,True,False,False
42,90499,14,2.5,5,2,36,17,134321,100160,8,7,2,6,1,4,7,10,7,3,2,6.4,0.6666666666666666,6.7,1.4842099447513812,False,True,False,False,True,False
30,217714,12,3.3,6,2,0,9,92415,54506,4,1,7,3,4,9,6,10,8,7,2,10.5,0.0,5.9,0.42447695381576833,False,False,True,False,False,True
75,218941,14,3.1,6,6,17,13,32781,76584,10,0,4,2,6,5,5,8,9,6,2,10.7,0.5483870967741935,9.3,0.14972458459317992,False,False,True,True,False,False
56,129362,7,3.3,8,9,4,8,64711,67128,8,8,4,7,7,4,4,7,5,1,2,12.200000000000001,0.3076923076923077,6.8,0.5002280404752518,False,False,True,False,True,False
45,112449,4,6.0,1,5,17,1,111063,149595,6,5,5,4,5,10,7,9,5,4,2,8.6,0.8947368421052632,2.1,0.9876656291685193,False,True,False,False,True,False
59,111819,12,1.8,5,10,34,8,52423,149715,7,2,1,2,3,8,4,1,4,3,2,11.100000000000001,0.7906976744186046,5.8,0.46881595421212663,False,False,True,False,True,False
72,54423,8,0.4,9,2,31,16,38874,144503,6,7,2,9,2,8,1,5,2,2,2,7.300000000000001,0.6458333333333334,7.6,0.7142804645009555,False,False,True,False,False,True
23,118612,8,2.0,3,6,25,4,53734,33715,9,0,4,8,6,10,5,6,9,6,2,7.1,0.8333333333333334,1.4,0.45301948353047305,True,False,False,False,False,True
20,241423,1,2.0,7,1,32,13,22253,44775,8,3,3,10,1,6,8,6,5,10,2,3.8000000000000003,0.6956521739130435,2.3,0.09217393465438399,True,False,False,False,False,True
75,101120,5,3.1,7,10,41,17,65664,85557,8,8,6,3,5,1,2,4,10,10,2,9.3,0.6949152542372882,10.7,0.6493606669237844,False,True,False,True,False,False
52,132409,1,2.2,10,10,23,18,96411,73774,1,2,7,5,10,8,4,1,4,3,2,9.600000000000001,0.5476190476190477,2.8,0.7281247639906352,True,False,False,True,False,False
35,105918,13,3.5,3,3,26,8,21843,133943,9,0,1,9,9,2,4,1,9,6,2,6.8,0.7428571428571429,1.8,0.20622362371245953,False,False,True,False,False,True
28,81600,13,1.5,7,3,18,2,141685,112322,6,6,1,8,9,7,3,8,8,8,2,6.1,0.8571428571428571,5.2,1.736314505949682,False,False,True,False,True,False
71,56848,7,3.3,3,10,17,16,72449,68502,10,6,7,3,1,8,7,3,2,4,2,7.8,0.5,2.6,1.2744111593871483,False,False,True,True,False,False
37,21820,13,0.6,6,6,14,3,5363,102953,9,6,4,5,10,8,10,2,2,3,2,6.299999999999999,0.7777777777777778,7.3,0.24577242106227945,True,False,False,False,False,True
22,23512,4,2.5,8,4,26,6,34286,67920,8,7,1,5,7,4,10,2,9,7,2,6.7,0.7878787878787878,1.6,1.4581720750223282,False,False,True,False,False,True
36,182797,12,1.4,8,8,10,2,78989,54089,10,5,1,1,5,8,5,8,9,3,2,12.500000000000002,0.7692307692307693,6.2,0.43211085460453613,True,False,False,True,False,False
39,66534,8,2.0,6,7,23,8,78005,57522,5,9,6,9,2,5,8,1,6,4,2,10.399999999999999,0.71875,1.8,1.1723904711805817,False,False,True,False,False,True
76,231223,12,0.0,2,9,2,13,42172,88458,6,6,4,10,4,6,2,1,1,2,2,4.7,0.125,4.3,0.18238591149707642,True,False,False,True,False,False
77,140191,8,3.6,1,5,38,11,40485,1446,1,6,6,1,1,8,3,10,5,10,1,8.2,0.76,11.1,0.28878252682036065,True,False,False,False,False,True
36,185848,9,2.0,3,5,6,5,52183,34315,10,8,7,3,9,8,8,3,6,2,2,5.5,0.5,6.5,0.2807817098827543,True,False,False,False,True,False
79,75945,11,2.4,3,5,11,9,139066,51985,2,6,5,9,1,5,7,2,1,4,2,8.6,0.5238095238095238,3.9,1.8311168461801806,True,False,False,False,True,False
64,98420,6,3.0,7,9,32,13,99780,143174,7,3,3,9,1,10,5,8,2,7,2,13.5,0.6956521739130435,6.3,1.013808028774347,False,False,True,True,False,False
79,193527,7,1.5,4,2,21,17,142541,71094,10,2,2,3,1,9,10,2,7,8,2,10.1,0.5384615384615384,2.7,0.7365394154850977,True,False,False,False,False,True
33,98488,7,1.9,2,7,34,2,20505,65791,3,1,5,4,8,6,8,9,8,4,2,9.0,0.918918918918919,6.2,0.20819583912924286,False,False,True,True,False,False
41,198505,5,0.2,2,10,13,15,26245,118008,4,3,2,10,6,2,2,10,9,5,2,6.6000000000000005,0.4482758620689655,9.5,0.13221262833365238,False,False,True,False,False,True
58,24711,7,2.1,7,3,25,10,91358,70818,9,5,7,6,10,1,9,9,2,1,2,9.5,0.6944444444444444,3.0,3.696908384590482,False,True,False,True,False,False
21,205334,9,4.5,8,8,18,12,80192,98784,8,1,4,3,9,6,5,7,9,5,2,11.9,0.5806451612903226,9.2,0.39054228455937856,False,True,False,False,False,True
32,101009,12,2.9,5,9,20,8,120440,93250,8,4,6,10,6,2,5,3,1,4,2,10.700000000000001,0.6896551724137931,4.8,1.1923571923571923,False,True,False,False,True,False
42,229857,14,0.5,2,10,40,13,75975,88621,5,2,6,7,1,1,10,3,10,4,2,7.9,0.7407407407407407,8.3,0.33053015339905506,True,False,False,True,False,False
61,24597,12,3.1,3,9,44,14,111387,122572,3,8,2,3,8,10,3,7,2,2,2,10.9,0.7457627118644068,5.4,4.528294983331978,False,False,True,False,False,True
72,75067,11,4.2,1,5,30,18,10227,135493,5,6,7,8,8,9,9,5,5,2,2,7.9,0.6122448979591837,2.8,0.13623647892577395,True,False,False,False,True,False
52,233592,4,1.2,10,10,4,1,31650,107346,5,1,6,6,3,6,4,7,4,6,2,8.0,0.6666666666666666,5.1,0.13549207382070524,True,False,False,False,False,True
72,63022,13,2.2,4,9,34,12,124917,126077,7,1,5,10,4,9,4,7,2,10,2,9.6,0.723404255319149,10.2,1.9820859051457405,False,False,True,False,False,True
31,227996,2,2.3,7,3,16,17,70463,134903,8,8,3,5,5,10,8,8,8,3,2,7.699999999999999,0.47058823529411764,5.7,0.30905231209182576,True,False,False,False,False,True
66,127673,8,2.7,10,8,31,1,124807,2490,3,9,5,5,1,7,7,4,2,8,1,7.0,0.9393939393939394,4.1,0.9775443708194307,True,False,False,True,False,False
36,164854,7,2.6,9,7,3,2,50020,4074,1,0,6,8,8,5,10,3,1,2,1,9.299999999999999,0.5,4.2,0.3034181553486397,True,False,False,False,False,True
55,66782,6,3.3,3,4,9,13,103661,42065,8,7,1,3,4,7,1,3,7,4,2,15.300000000000002,0.391304347826087,9.3,1.5522063998322926,False,False,True,True,False,False
53,218216,7,2.3,4,9,29,0,27878,96310,2,5,6,6,6,10,5,5,5,7,2,7.6000000000000005,0.9666666666666667,2.0,0.127753566404084,False,True,False,False,True,False
24,244723,12,4.1,6,7,36,11,29451,5483,7,3,6,5,6,10,9,9,6,3,1,10.5,0.75,7.1,0.1203437341658358,False,False,True,True,False,False
47,201085,3,0.0,1,8,8,4,149654,30643,10,5,1,1,10,1,2,6,6,6,2,9.3,0.6153846153846154,3.4,0.7442288374128483,False,False,True,True,False,False
36,125716,6,1.0,5,8,25,18,102354,145770,7,6,5,5,2,6,7,10,5,8,2,11.3,0.5681818181818182,7.8,0.8141619669575316,False,False,True,False,True,False
66,133030,10,4.4,10,3,21,19,72528,49574,10,5,1,3,5,9,6,1,4,7,2,9.5,0.5121951219512195,5.9,0.5451962324570965,False,True,False,False,True,False
42,87036,14,1.9,5,7,20,8,47888,41747,3,5,5,3,4,9,6,8,10,9,2,10.5,0.6896551724137931,3.8,0.550202787320335,False,True,False,False,True,False
33,50342,7,3.2,10,8,47,6,112055,93667,7,1,7,2,3,3,2,3,1,9,2,11.600000000000001,0.8703703703703703,3.6,2.225830800707149,True,False,False,False,False,True
64,100745,7,2.3,9,3,22,2,115310,115569,6,8,5,5,2,5,5,2,10,8,2,7.6,0.88,6.2,1.144561570682707,True,False,False,True,False,False
71,167049,13,3.7,9,9,11,6,42732,55084,4,4,7,8,4,8,4,10,2,5,2,11.8,0.6111111111111112,6.6,0.25580365160131696,True,False,False,False,True,False
57,249648,13,3.0,1,10,30,14,110735,12940,4,7,3,10,4,1,10,8,3,3,0,9.7,0.6666666666666666,7.4,0.4435627621180137,True,False,False,True,False,False
68,72396,5,5.9,3,4,16,10,122413,119525,5,8,3,1,8,4,4,9,5,2,2,11.000000000000002,0.5925925925925926,10.0,1.6908573559677886,False,False,True,True,False,False
25,129836,3,2.5,4,10,39,9,79380,99113,7,4,3,2,10,5,4,4,9,6,2,12.9,0.7959183673469388,5.9,0.6113819635388987,False,False,True,True,False,False
35,121998,2,2.0,1,7,44,0,144219,9883,5,8,1,1,7,2,2,7,9,7,1,10.0,0.9777777777777777,7.0,1.182132640431479,False,False,True,True,False,False
45,65021,13,4.2,9,8,20,8,7739,66366,1,6,1,6,1,10,1,9,6,10,2,7.6000000000000005,0.6896551724137931,9.8,0.11902125434468334,True,False,False,False,False,True
33,215129,7,3.4,2,8,46,2,34854,17101,7,6,2,6,6,3,8,5,8,8,1,9.9,0.9387755102040817,9.2,0.16201366615534793,False,True,False,True,False,False
69,145672,4,1.4,5,5,40,5,116752,62064,3,3,5,7,8,4,10,8,10,8,2,6.9,0.8695652173913043,10.5,0.8014662978039856,False,True,False,True,False,False
36,133559,2,3.6,3,7,32,17,48918,143740,4,2,5,4,10,7,7,7,3,8,2,9.899999999999999,0.64,11.7,0.36626235399820306,False,False,True,True,False,False
59,81836,13,2.8,4,8,14,3,11865,55671,2,6,3,10,4,5,9,3,8,7,2,10.600000000000001,0.7777777777777778,3.3,0.14498332050295099,False,False,True,False,True,False
34,173147,8,2.6,4,2,31,18,90226,109707,7,2,6,9,5,8,5,5,7,8,2,9.399999999999999,0.62,2.8,0.5210917827523275,False,False,True,False,True,False
62,235587,2,3.1,2,10,34,5,52581,40796,4,7,1,8,6,4,4,8,1,4,2,13.0,0.85,6.5,0.22319048508412992,True,False,False,True,False,False
30,176874,6,3.6,2,4,14,0,125591,19044,2,7,3,1,3,7,6,7,6,7,2,12.4,0.9333333333333333,8.0,0.7100551236749116,True,False,False,False,True,False
24,223833,4,2.7,8,6,28,3,87899,79199,10,9,1,2,3,10,10,9,3,6,2,6.9,0.875,1.3,0.3926972667244476,False,False,True,False,False,True
44,92017,9,2.2,2,9,10,0,19571,93050,8,0,6,5,10,10,3,10,9,9,2,8.9,0.9090909090909091,1.0,0.21268664826447,False,True,False,False,False,True
27,232825,5,5.2,10,2,28,16,89222,121251,7,8,1,5,3,2,3,6,5,8,2,7.500000000000001,0.6222222222222222,10.6,0.3832132150189412,False,True,False,True,False,False
51,201894,4,2.4,7,7,40,3,23663,83210,2,0,5,10,2,4,4,2,7,7,2,7.1000000000000005,0.9090909090909091,5.3,0.11720448748111642,False,True,False,False,False,True
53,197675,8,4.2,1,2,21,6,137838,60791,1,3,1,3,7,2,10,3,8,8,2,6.2,0.75,6.6,0.6972925393067444,True,False,False,False,False,True
42,117689,3,1.8,1,10,25,7,79427,20325,2,0,1,2,1,8,8,5,8,8,2,5.7,0.7575757575757576,9.7,0.67488316764381,False,True,False,False,False,True
23,95291,14,1.4,10,2,17,2,14157,73519,9,8,5,2,6,7,8,9,7,3,2,10.4,0.85,2.2,0.14856441254250094,False,True,False,True,False,False
41,105450,13,3.8,3,1,24,11,140276,93160,7,2,6,3,6,9,7,3,6,8,2,11.4,0.6666666666666666,6.1,1.3302481721368218,False,False,True,False,False,True
35,181664,9,2.2,3,9,20,18,105967,4820,10,8,7,8,10,6,1,4,4,6,1,10.3,0.5128205128205128,7.8,0.5833099386232902,True,False,False,False,True,False
40,71006,8,0.0,9,6,23,9,50910,66848,2,2,6,3,10,9,1,4,7,2,2,9.0,0.696969696969697,4.9,0.7169715661836157,False,False,True,False,False,True
23,172341,14,2.2,2,2,49,19,122562,110123,10,5,2,9,6,6,1,10,10,8,2,9.6,0.7101449275362319,7.9,0.7111557252439916,False,False,True,True,False,False
46,119268,12,3.2,4,10,27,5,24761,42977,9,9,5,2,6,5,6,3,10,1,2,10.0,0.8181818181818182,1.5,0.20760633525895245,False,True,False,True,False,False
79,65138,14,1.6,3,4,2,17,16946,76147,5,5,1,2,5,5,1,8,9,7,2,6.800000000000001,0.1,11.7,0.260151368611738,False,False,True,True,False,False
42,77398,12,1.4,7,4,12,5,91474,144514,5,8,1,9,8,5,9,7,7,7,2,11.200000000000001,0.6666666666666666,7.5,1.181849894701482,False,True,False,True,False,False
72,236163,8,2.8,6,7,37,17,104176,141070,5,7,1,4,5,6,10,5,8,3,2,12.099999999999998,0.6727272727272727,6.7,0.4411171897494961,True,False,False,False,False,True
34,165946,10,1.0,9,7,5,4,82660,93098,8,7,1,8,1,4,9,2,7,7,2,7.3,0.5,10.4,0.49811084261842636,False,True,False,False,False,True
63,72228,5,2.9,8,4,10,10,122721,132824,8,4,1,9,1,8,4,5,10,7,2,10.8,0.47619047619047616,2.0,1.6990543964335654,False,True,False,False,False,True
41,77670,1,3.8,2,5,22,6,105270,941,1,0,5,2,10,6,7,1,2,10,1,5.3,0.7586206896551724,1.6,1.3553321059340038,True,False,False,False,False,True
28,140613,11,4.2,3,9,8,8,131911,124304,6,4,2,2,6,6,5,9,10,3,2,12.700000000000001,0.47058823529411764,4.8,0.9381071586044064,False,False,True,False,True,False
43,117071,10,1.7,1,6,48,2,60072,32665,8,7,5,10,1,5,2,6,7,5,2,7.3,0.9411764705882353,4.2,0.5131201312013121,True,False,False,False,False,True
68,125572,13,4.8,8,2,16,18,28860,81713,7,3,5,8,2,10,5,1,7,1,2,16.4,0.45714285714285713,9.8,0.22982647543659862,False,True,False,True,False,False
79,153997,9,3.3,2,2,8,11,71138,148006,9,2,6,6,4,4,6,8,1,1,2,11.8,0.4,7.1,0.4619410641696645,False,True,False,True,False,False
51,18107,2,1.6,4,3,18,17,133146,114074,4,1,7,9,5,8,5,10,1,10,2,4.0,0.5,10.7,7.352882703777336,False,False,True,True,False,False
45,101388,1,2.0,2,7,34,14,43118,115443,6,9,3,10,7,4,1,9,2,4,2,7.3,0.6938775510204082,6.4,0.4252729586049769,False,False,True,False,False,True
20,110719,6,1.6,2,2,31,19,68467,135384,7,3,1,5,10,5,10,10,10,9,2,7.8999999999999995,0.6078431372549019,3.9,0.6183796965317919,False,True,False,False,True,False
28,133018,1,0.0,3,1,27,4,81042,66631,5,3,7,2,7,7,3,9,7,9,2,6.0,0.84375,7.4,0.6092513099632383,False,True,False,False,False,True
55,42617,10,4.3,10,4,27,7,65030,50566,7,1,6,5,2,5,8,7,1,5,2,10.5,0.7714285714285715,8.7,1.5258810831104228,False,False,True,False,False,True
78,89258,10,2.8,5,10,45,11,76398,39863,10,1,1,3,9,7,2,7,8,4,2,11.8,0.7894736842105263,9.1,0.8559136893758612,False,True,False,False,False,True
31,65075,13,3.3,8,7,14,16,114530,117296,3,8,4,1,7,6,9,6,3,2,2,8.899999999999999,0.45161290322580644,11.6,1.7599422214026677,True,False,False,False,False,True
68,141998,10,2.6,10,5,18,18,98325,40054,4,2,1,3,7,6,4,1,3,8,2,9.0,0.4864864864864865,10.8,0.6924344537637589,True,False,False,False,True,False
43,37631,7,0.5,2,7,32,13,20905,125510,8,7,2,1,1,2,3,1,1,7,2,10.299999999999999,0.6956521739130435,10.3,0.5555112670068028,False,True,False,True,False,False
65,138120,14,2.9,5,7,22,15,12304,37946,10,7,5,7,7,8,8,7,7,7,2,12.7,0.5789473684210527,3.5,0.08908131276199854,False,False,True,False,True,False
38,208516,7,3.7,4,7,27,14,4574,33763,2,8,2,4,10,3,1,1,5,4,2,12.399999999999999,0.6428571428571429,6.4,0.021935861344638565,True,False,False,True,False,False
