,age,monthly_income,daily_internet_hours,smartphone_usage_years,social_media_hours,online_payment_trust_score,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,discount_sensitivity,return_frequency,avg_delivery_days,delivery_fee_sensitivity,free_return_importance,product_availability_online,impulse_buying_score,need_touch_feel_score,brand_loyalty_score,environmental_awareness,time_pressure_level,gender_Female,gender_Male,gender_Other,city_tier_Tier 1,city_tier_Tier 2,city_tier_Tier 3,shopping_preference_Hybrid,shopping_preference_Online,shopping_preference_Store
9264,36,145011,6.7,14,3.4,2,5,46,2,47743,24648,10,6,7,8,8,1,6,4,10,4,2,False,True,False,True,False,False,True,False,False
9265,39,183922,6.9,11,0.9,3,3,38,8,57197,26404,1,2,5,9,6,6,7,2,3,8,5,False,False,True,True,False,False,True,False,False
9266,74,136548,5.5,3,2.0,4,10,35,16,85859,26045,3,9,3,5,7,9,10,3,4,1,2,True,False,False,True,False,False,False,True,False
9267,72,228244,8.8,7,5.9,3,8,22,16,59997,12201,1,6,3,8,9,6,4,4,7,8,2,True,False,False,False,False,True,False,True,False
9268,77,232125,8.3,9,2.9,9,2,46,3,52739,1686,10,8,5,4,3,10,10,6,2,8,5,True,False,False,True,False,False,False,True,False
9269,52,46786,4.4,8,3.7,6,9,48,11,22952,126910,1,9,7,4,4,7,7,5,3,10,1,False,True,False,True,False,False,False,False,True
9270,79,220428,7.3,12,2.9,5,6,29,13,130848,2266,4,7,5,2,8,5,7,5,4,5,6,False,True,False,False,True,False,False,True,False
9271,47,51244,8.0,5,2.3,5,10,9,13,140599,48488,9,3,5,9,8,7,1,10,1,1,5,True,False,False,False,False,True,False,False,True
9272,46,220786,6.2,12,1.7,2,4,30,13,61440,37879,8,5,4,10,6,6,4,6,10,4,4,False,True,False,True,False,False,False,False,True
9273,39,82261,5.1,13,4.4,9,4,43,15,115458,57337,10,1,1,4,9,10,10,1,8,5,4,False,True,False,False,True,False,False,False,True
9274,28,33477,3.8,8,5.0,2,3,25,8,38172,88487,7,7,6,7,4,8,6,9,10,5,3,False,False,True,True,False,False,False,False,True
9275,37,192605,4.9,2,2.6,5,5,47,1,80149,118932,1,3,3,5,10,3,10,7,7,2,6,False,False,True,False,True,False,False,False,True
9276,79,180541,3.8,3,4.1,7,6,38,4,58652,40934,2,4,3,6,3,10,4,8,9,7,4,True,False,False,False,True,False,False,False,True
9277,46,23496,7.8,8,3.6,3,10,41,4,6687,137707,5,8,7,2,10,1,5,6,9,8,8,True,False,False,True,False,False,False,False,True
9278,68,135522,5.5,9,2.3,8,3,29,17,92184,149955,4,5,6,9,6,9,8,3,1,5,2,True,False,False,True,False,False,False,False,True
9279,58,158342,7.0,10,2.6,5,9,1,10,77675,96896,1,9,5,5,7,3,7,10,9,7,10,True,False,False,False,True,False,False,False,True
9280,59,222080,8.5,8,1.9,10,8,28,8,71960,138303,6,7,6,8,1,10,8,2,4,8,10,False,False,True,False,True,False,False,False,True
9281,51,35724,6.4,4,5.2,3,6,31,8,9685,48356,1,6,5,10,4,10,10,5,6,6,4,False,True,False,False,False,True,False,False,True
9282,18,45416,8.4,13,3.6,3,5,43,11,6325,103163,10,9,5,6,1,3,7,1,10,4,6,False,True,False,False,True,False,False,False,True
9283,48,50575,5.3,6,2.5,3,3,37,3,131570,20021,3,2,1,3,10,10,3,10,1,4,1,False,True,False,False,True,False,False,False,True
9284,47,227262,6.8,11,1.9,3,3,20,2,117342,70182,10,6,2,5,6,4,6,9,5,6,9,False,False,True,False,True,False,False,False,True
9285,65,91614,6.4,5,3.2,4,8,26,4,103253,87305,3,1,6,5,10,5,2,1,3,1,10,False,True,False,False,False,True,False,False,True
9286,35,108566,4.6,12,0.8,10,6,23,6,65379,125849,1,2,4,1,4,8,2,9,1,1,9,False,True,False,True,False,False,False,False,True
9287,72,219180,5.4,4,1.5,1,10,33,13,138311,41193,5,1,6,5,8,8,7,10,1,9,8,False,True,False,True,False,False,False,False,True
9288,75,163480,8.8,9,2.2,3,6,22,4,42469,88320,8,8,6,7,10,8,4,9,5,9,6,False,False,True,True,False,False,False,False,True
9289,34,142192,5.3,10,2.0,10,4,13,0,123076,104358,8,8,4,4,10,1,9,10,3,6,2,False,True,False,True,False,False,False,False,True
9290,55,34359,2.7,3,2.2,10,3,38,15,43537,147060,1,2,3,3,2,10,10,8,7,3,10,True,False,False,False,False,True,False,False,True
9291,31,154770,5.3,1,3.4,5,6,4,18,141471,12871,10,9,2,1,7,8,9,2,9,6,9,False,True,False,True,False,False,True,False,False
9292,40,216464,4.5,13,5.0,8,1,8,1,42097,97464,4,7,1,6,4,5,1,5,2,2,3,False,True,False,False,False,True,False,False,True
9293,42,239135,6.9,7,3.4,8,5,44,17,42293,144911,2,1,4,3,4,3,2,7,7,3,2,False,True,False,True,False,False,False,False,True
9294,32,185564,7.2,10,2.3,9,7,46,4,102703,147350,7,1,5,1,10,10,5,8,7,4,3,True,False,False,False,True,False,False,False,True
9295,63,220853,6.7,8,3.8,9,1,36,10,9714,144047,6,2,5,5,6,5,2,4,8,6,7,False,True,False,False,False,True,False,False,True
9296,73,58634,5.2,11,2.6,6,10,7,15,109355,51306,1,7,3,5,2,5,2,3,4,5,9,True,False,False,True,False,False,False,False,True
9297,39,132255,6.1,13,0.1,10,4,6,8,133899,16059,2,1,4,10,6,1,5,7,5,7,5,False,False,True,False,False,True,False,False,True
9298,20,57864,5.4,3,4.1,7,2,29,15,128179,145437,6,9,4,3,3,9,7,6,7,8,10,True,False,False,False,False,True,False,False,True
9299,73,109482,3.1,3,1.0,4,1,11,2,93626,2832,8,8,4,1,1,5,2,9,6,4,3,True,False,False,False,True,False,False,False,True
9300,72,52355,5.8,14,2.7,3,1,19,2,33508,54944,5,4,6,2,1,2,9,10,8,5,5,False,True,False,False,False,True,False,False,True
9301,36,52690,11.3,6,1.5,3,7,28,19,30855,97042,1,2,3,6,7,2,2,3,4,3,8,True,False,False,True,False,False,False,False,True
9302,74,183886,3.9,2,1.0,2,6,11,1,5186,137759,4,7,3,3,6,7,8,1,7,8,8,False,False,True,True,False,False,False,False,True
9303,61,177717,2.3,6,1.9,8,7,19,12,143660,20504,6,9,3,10,9,9,5,2,7,10,10,False,True,False,False,False,True,False,True,False
9304,51,230886,8.8,5,0.0,7,1,21,5,96054,120240,4,6,1,10,6,5,2,6,1,10,5,False,True,False,False,True,False,False,False,True
9305,52,218811,6.9,14,1.6,8,10,45,13,40235,47411,4,1,7,4,2,4,3,4,10,1,3,True,False,False,False,False,True,False,False,True
9306,67,71630,6.6,7,3.0,6,3,22,8,111155,48875,5,7,3,8,10,2,2,5,8,9,8,True,False,False,False,False,True,False,False,True
9307,78,194243,5.3,9,3.0,10,7,47,17,22198,15983,2,2,4,10,6,4,8,8,9,6,4,False,True,False,False,True,False,False,True,False
9308,18,36658,6.5,9,0.1,10,10,44,2,20801,116426,8,3,4,8,3,4,1,8,8,6,5,False,True,False,False,True,False,False,False,True
9309,69,30797,6.1,1,3.8,5,10,25,11,148032,123078,2,4,1,4,3,9,1,9,3,1,1,False,True,False,True,False,False,False,False,True
9310,38,73799,8.6,7,5.6,1,9,44,18,21557,15063,8,0,5,9,1,7,4,3,6,7,2,False,True,False,False,False,True,False,True,False
9311,46,133301,7.8,3,4.7,8,6,46,4,92384,16523,9,7,4,3,1,8,5,4,8,2,5,False,True,False,True,False,False,False,True,False
9312,23,244414,7.2,4,1.8,2,8,42,13,139474,26213,1,1,5,7,10,1,9,7,10,8,3,False,True,False,False,False,True,False,False,True
9313,54,242566,4.6,2,1.6,1,9,27,7,39171,52678,4,5,3,8,10,7,10,8,9,5,8,True,False,False,True,False,False,False,False,True
9314,18,67236,6.5,1,1.3,9,7,39,12,147316,7074,5,4,5,4,2,2,2,8,5,1,3,False,True,False,False,False,True,False,True,False
9315,68,21265,4.8,10,4.9,8,9,8,7,48467,39529,3,9,6,4,1,8,8,5,4,4,6,True,False,False,False,True,False,False,False,True
9316,18,140611,8.5,14,1.8,9,10,4,3,60981,149746,5,8,7,6,1,5,9,7,7,2,4,True,False,False,False,False,True,False,False,True
9317,44,218206,4.6,3,1.6,5,4,1,15,44981,33074,4,1,6,4,3,4,8,2,7,4,5,True,False,False,True,False,False,False,False,True
9318,38,246791,5.7,10,3.6,3,9,41,2,25319,96438,3,0,4,2,9,9,2,9,6,1,1,False,False,True,False,False,True,False,False,True
9319,70,228750,3.8,9,4.0,8,9,27,4,140972,73742,10,2,1,3,6,5,2,9,1,8,5,False,False,True,False,True,False,False,False,True
9320,33,199566,5.0,1,3.8,4,2,12,13,129383,109581,4,1,6,1,1,1,1,3,7,6,2,True,False,False,False,True,False,False,False,True
9321,61,136754,5.0,3,1.1,1,9,14,14,136701,142025,5,3,2,8,1,5,2,9,2,2,3,True,False,False,False,False,True,False,False,True
9322,76,198340,5.7,11,3.1,9,3,13,6,83444,2149,1,6,5,9,4,7,4,4,3,6,8,True,False,False,False,True,False,False,True,False
9323,78,173070,4.2,5,4.4,4,7,42,0,43934,121365,9,4,5,1,6,10,5,9,7,9,6,False,False,True,True,False,False,False,False,True
9324,71,106426,8.4,3,2.5,2,3,45,9,97278,17763,4,3,7,5,4,9,2,4,3,1,4,False,False,True,False,True,False,False,True,False
9325,57,240486,5.6,4,2.9,10,5,38,7,136092,31925,4,0,2,6,3,5,2,8,7,3,4,True,False,False,False,True,False,False,False,True
9326,43,207411,4.9,4,2.8,3,2,13,7,104500,26737,4,5,5,3,7,5,5,2,5,9,5,False,True,False,False,False,True,False,False,True
9327,33,160378,7.5,1,2.1,6,10,2,8,77991,88795,2,7,5,2,6,3,4,2,2,5,9,False,True,False,True,False,False,False,False,True
9328,45,210078,10.3,6,3.1,9,10,9,5,48842,31251,2,8,5,3,10,5,1,10,1,4,10,True,False,False,False,False,True,False,False,True
9329,18,193417,5.2,11,3.7,6,3,37,14,45925,149755,1,4,3,4,1,5,5,10,7,3,1,False,False,True,False,False,True,False,False,True
9330,53,157957,5.5,12,4.2,4,10,5,12,85446,23053,9,8,3,5,6,4,5,7,6,8,9,True,False,False,False,True,False,False,False,True
9331,27,124681,4.5,7,2.4,1,4,19,8,121273,59015,3,0,5,8,8,6,3,9,5,1,1,False,False,True,True,False,False,False,False,True
9332,60,58826,7.3,12,2.6,2,10,34,17,91843,9137,8,2,2,9,9,9,10,3,6,6,8,False,True,False,False,False,True,False,True,False
9333,34,70597,7.9,7,1.8,7,6,47,19,126942,137115,10,9,5,9,7,3,2,2,6,2,2,True,False,False,True,False,False,False,False,True
9334,74,153515,5.9,13,4.6,3,6,42,3,10459,108764,3,6,7,5,7,3,2,1,1,4,8,False,True,False,False,False,True,False,False,True
9335,76,112375,5.1,6,1.9,2,3,19,19,30111,134022,4,5,5,1,9,10,5,10,10,10,8,False,False,True,True,False,False,False,False,True
9336,40,32084,7.1,7,2.4,6,3,48,16,104064,93763,2,8,2,8,4,6,8,6,8,8,9,True,False,False,False,True,False,False,False,True
9337,24,104447,7.5,14,2.6,4,9,43,12,30899,118745,1,4,4,7,9,5,6,3,1,3,9,True,False,False,False,True,False,False,False,True
9338,61,19383,9.1,3,2.8,1,10,2,17,83594,3207,10,9,6,10,8,8,3,10,10,4,9,False,True,False,True,False,False,False,True,False
9339,70,107313,4.8,5,0.6,9,2,3,7,68464,60207,9,6,3,7,9,8,7,5,3,10,7,False,False,True,False,True,False,False,False,True
9340,24,49361,7.7,14,3.2,9,4,10,9,102626,100252,4,3,2,7,7,9,2,1,1,6,8,True,False,False,True,False,False,False,False,True
9341,61,95294,6.2,14,3.1,5,5,40,16,138233,44988,2,9,1,10,10,10,5,8,2,7,3,False,True,False,True,False,False,False,False,True
9342,32,76331,2.5,7,2.7,8,8,30,7,138756,17409,9,9,5,4,6,8,9,5,6,2,4,False,False,True,False,True,False,False,True,False
9343,51,110057,9.0,10,3.0,6,8,28,18,69684,120865,5,6,5,1,1,5,7,7,5,3,7,True,False,False,False,True,False,False,False,True
9344,63,166601,6.6,5,2.4,7,6,37,19,54735,79058,2,2,1,10,8,7,7,8,4,6,8,True,False,False,True,False,False,False,False,True
9345,62,204646,7.2,14,0.6,6,2,19,11,95826,55101,6,1,4,8,9,8,7,7,10,6,10,False,True,False,False,True,False,False,False,True
9346,21,234699,7.9,10,3.9,7,10,23,7,88799,59918,9,1,7,2,10,5,4,3,2,9,2,False,False,True,False,True,False,False,False,True
9347,31,136685,7.2,2,0.6,3,10,22,18,138678,8608,9,0,2,3,2,3,5,9,6,1,9,False,True,False,True,False,False,True,False,False
9348,31,111917,4.1,6,1.4,3,1,21,19,145975,122605,2,9,6,7,8,8,2,2,9,6,9,False,False,True,False,False,True,False,False,True
9349,33,246988,7.3,7,4.1,10,7,21,2,63978,75945,5,1,4,6,10,7,6,3,3,10,5,False,True,False,False,False,True,False,False,True
9350,24,45932,7.0,11,0.7,3,10,40,7,46016,51775,3,2,6,2,1,9,2,10,7,9,5,True,False,False,True,False,False,False,False,True
9351,49,16908,2.7,2,2.3,10,1,19,7,59707,73970,5,4,1,2,8,5,1,7,6,10,6,False,False,True,False,False,True,False,False,True
9352,36,176430,9.3,10,4.9,6,3,45,11,112279,84635,9,5,5,1,2,7,5,2,2,10,2,True,False,False,True,False,False,False,False,True
9353,19,45412,5.2,8,2.6,1,9,37,14,38741,136443,9,2,5,9,6,4,8,7,7,2,2,True,False,False,True,False,False,False,False,True
9354,27,143319,8.0,5,0.7,9,6,47,0,144493,60516,1,8,1,2,3,1,8,5,8,7,3,False,False,True,True,False,False,False,False,True
9355,67,98710,5.3,11,3.5,9,8,49,13,63031,127941,8,1,1,6,4,3,3,3,1,4,9,False,False,True,True,False,False,False,False,True
9356,78,227104,4.9,8,3.1,4,9,40,0,64269,143694,3,3,6,5,4,10,8,10,10,7,5,True,False,False,False,True,False,False,False,True
9357,34,17928,5.8,3,2.7,2,7,6,8,34856,141544,8,4,6,4,5,4,10,1,2,1,3,False,True,False,True,False,False,False,False,True
9358,54,80158,10.2,2,0.0,7,8,23,12,119687,41922,8,0,1,4,1,9,10,10,6,4,1,True,False,False,False,False,True,False,False,True
9359,29,176704,10.0,7,4.2,7,4,49,0,88829,59839,9,0,6,9,3,4,3,4,7,2,7,False,False,True,True,False,False,False,False,True
9360,23,47309,4.9,5,4.8,6,5,43,5,82489,12158,10,3,4,4,6,8,5,9,6,1,2,False,False,True,False,True,False,False,True,False
9361,39,24280,8.5,5,2.5,8,7,36,13,119761,21705,2,4,5,5,9,4,8,3,8,10,4,False,False,True,False,False,True,False,True,False
9362,49,55449,6.0,13,1.6,3,9,45,6,100582,74620,3,8,6,1,8,7,9,7,4,6,5,False,False,True,False,True,False,False,False,True
9363,58,233243,10.0,8,3.2,2,8,24,10,52470,30993,2,4,3,8,6,8,8,3,1,10,6,False,True,False,False,True,False,True,False,False
9364,37,41957,8.3,13,3.2,10,7,13,6,36641,80006,10,3,2,10,3,6,3,8,7,10,8,True,False,False,True,False,False,False,False,True
9365,18,182967,6.6,9,3.3,1,4,28,16,140726,122727,7,2,5,3,1,10,2,9,9,9,9,True,False,False,False,False,True,False,False,True
9366,71,85499,6.2,14,2.5,3,1,2,19,18755,70530,6,1,3,8,6,2,1,8,9,5,9,False,True,False,False,False,True,False,False,True
9367,64,108057,7.2,8,3.2,8,1,38,6,67575,138683,10,9,1,7,4,9,6,7,8,3,5,False,False,True,False,True,False,False,False,True
9368,70,244223,7.0,10,3.5,8,5,28,17,54555,64044,10,8,2,6,7,4,1,4,10,2,3,True,False,False,False,True,False,False,False,True
9369,75,125065,3.8,2,5.8,7,7,15,15,92186,137903,4,1,7,5,2,6,9,5,10,6,9,True,False,False,True,False,False,False,False,True
9370,23,167767,6.4,10,3.1,2,8,20,5,135300,18993,9,1,7,4,8,9,2,2,10,4,1,True,False,False,False,True,False,False,True,False
9371,36,89893,4.7,11,2.7,3,7,21,1,16995,145270,1,7,5,1,8,1,10,7,9,10,4,True,False,False,False,True,False,False,False,True
9372,35,209195,4.9,7,0.5,7,4,20,19,97296,120400,1,1,2,8,3,4,9,4,7,10,5,False,False,True,False,True,False,False,False,True
9373,23,40176,8.2,11,0.6,8,7,21,1,83817,2849,9,8,6,6,6,4,10,10,1,2,2,False,False,True,True,False,False,False,True,False
9374,62,164481,6.4,5,2.7,9,6,8,14,97725,122081,5,9,4,2,10,5,2,4,10,2,7,False,False,True,False,False,True,False,False,True
9375,50,71967,5.1,14,2.4,6,8,22,5,41182,125530,5,0,7,3,9,4,10,9,9,1,3,False,False,True,False,True,False,False,False,True
9376,40,15987,3.6,7,1.3,10,9,48,10,67260,137081,1,0,2,9,1,2,6,6,5,8,8,False,True,False,True,False,False,False,False,True
9377,40,200534,4.4,3,1.2,3,1,8,7,54974,48300,2,3,5,6,3,9,4,2,3,2,6,False,False,True,True,False,False,False,False,True
9378,43,213573,5.9,4,3.3,9,2,49,8,96052,106725,3,3,1,8,7,4,3,9,9,9,9,False,False,True,False,True,False,False,False,True
9379,30,111854,9.4,7,1.7,5,8,45,8,92114,69706,8,8,7,1,4,10,10,5,8,4,10,False,False,True,False,True,False,False,False,True
9380,24,41015,3.9,2,1.5,4,7,31,13,68740,97023,4,3,1,9,9,1,8,4,7,3,8,False,False,True,False,False,True,False,False,True
9381,32,240799,6.6,2,1.1,9,7,35,12,105445,114588,1,6,2,2,5,10,9,5,1,10,3,False,False,True,True,False,False,False,False,True
9382,61,127350,6.8,1,1.4,10,3,46,14,7347,16184,8,5,7,7,3,7,1,6,9,9,8,False,False,True,False,True,False,False,True,False
9383,44,81404,8.4,1,2.0,2,7,35,13,109143,106544,1,4,6,8,5,2,8,9,7,8,10,False,True,False,True,False,False,False,False,True
9384,43,131751,6.2,12,2.5,10,4,4,15,20997,128503,2,7,5,6,1,9,2,6,3,10,6,False,True,False,False,True,False,False,False,True
9385,50,143807,6.8,1,2.8,4,10,25,15,130543,51909,8,3,7,9,4,3,2,1,5,1,10,True,False,False,False,True,False,False,False,True
9386,32,196353,8.4,6,2.0,6,10,3,18,63117,14352,8,7,1,5,9,9,7,2,8,1,10,True,False,False,False,False,True,False,True,False
9387,53,183218,4.4,13,0.2,6,2,23,12,95499,71474,10,2,2,6,5,2,7,5,6,7,5,True,False,False,True,False,False,False,False,True
9388,62,63231,7.6,5,1.0,10,1,40,11,144148,56440,1,8,7,5,3,6,3,10,6,9,5,False,True,False,False,True,False,False,False,True
9389,72,175104,3.2,10,1.8,5,8,42,8,19533,140545,2,1,5,9,6,9,1,4,5,7,8,True,False,False,True,False,False,False,False,True
9390,44,43305,6.1,8,3.8,10,5,13,3,141584,123267,8,0,1,7,10,9,3,2,5,2,9,True,False,False,True,False,False,False,False,True
9391,74,69306,5.5,5,2.4,7,10,26,7,36683,133747,4,4,7,9,5,3,8,10,2,9,9,False,True,False,False,True,False,False,False,True
9392,22,234248,4.6,1,3.1,5,4,11,11,113037,132011,10,1,4,3,6,10,3,2,1,8,7,False,True,False,False,False,True,False,False,True
9393,78,136139,7.9,12,4.3,6,9,17,0,35228,54027,9,3,7,3,2,1,8,6,7,8,7,True,False,False,False,False,True,False,False,True
9394,19,33318,8.1,8,2.3,1,5,43,11,62338,14915,3,8,3,3,6,7,6,8,5,4,9,False,False,True,False,True,False,True,False,False
9395,72,159318,8.1,6,2.5,8,10,8,7,34002,66197,8,1,6,8,8,4,8,10,4,5,6,True,False,False,False,True,False,False,False,True
9396,75,179916,6.8,8,2.6,5,2,1,3,110229,130064,10,1,2,5,6,9,2,5,5,2,2,True,False,False,True,False,False,False,False,True
9397,50,178674,3.5,13,2.6,5,9,37,9,67387,95068,7,5,5,5,10,9,8,6,10,5,4,False,False,True,False,False,True,False,False,True
9398,33,36584,5.3,2,1.1,10,10,31,0,82495,125696,8,4,5,2,5,2,3,9,9,10,8,True,False,False,False,False,True,False,False,True
9399,40,30169,8.0,10,3.2,6,7,12,19,84434,32215,9,8,1,10,7,7,4,4,5,8,1,True,False,False,False,False,True,False,False,True
9400,55,40968,8.0,8,2.6,6,9,46,2,114888,9677,4,9,4,2,6,8,10,3,1,10,7,False,True,False,True,False,False,False,True,False
9401,72,152457,8.4,6,1.4,8,5,23,14,128803,25420,10,8,6,2,3,1,6,3,8,8,8,True,False,False,False,False,True,False,False,True
9402,33,219830,6.6,1,2.3,4,7,1,1,132776,90614,5,1,2,5,10,5,2,8,4,7,8,False,True,False,False,True,False,False,False,True
9403,31,137684,5.6,13,0.1,4,8,47,9,74546,146848,7,6,3,5,4,5,8,4,6,1,3,True,False,False,True,False,False,False,False,True
9404,46,130391,2.1,1,0.5,3,4,37,7,123780,11365,6,5,1,1,9,10,1,6,10,9,8,False,False,True,True,False,False,False,True,False
9405,43,40444,7.7,10,3.7,9,8,45,13,16864,28618,3,4,2,1,5,2,10,6,2,9,6,False,True,False,True,False,False,True,False,False
9406,52,249856,5.8,12,2.2,8,7,18,12,145090,94243,8,6,2,4,1,9,2,2,9,4,9,False,True,False,True,False,False,False,False,True
9407,32,121081,3.5,5,4.2,5,3,46,12,7059,43391,2,5,2,1,8,10,4,9,8,10,5,False,True,False,False,False,True,False,False,True
9408,20,77497,7.5,7,2.6,8,8,17,7,73061,124991,1,7,5,5,5,3,5,1,4,7,8,False,False,True,False,False,True,False,False,True
9409,40,20362,8.8,4,2.8,6,4,43,4,21925,54643,6,3,4,3,1,4,10,5,10,4,3,False,False,True,True,False,False,False,False,True
9410,46,114254,7.7,14,2.5,5,2,1,1,74836,72584,10,7,6,7,3,5,5,5,5,8,7,False,False,True,False,True,False,False,False,True
9411,51,154322,7.3,13,1.2,9,9,25,5,18317,129112,1,8,5,9,6,4,5,1,7,4,2,False,False,True,False,False,True,False,False,True
9412,50,83354,7.9,10,3.0,9,8,23,7,82404,106438,1,9,6,5,7,6,4,1,6,3,4,False,False,True,True,False,False,False,False,True
9413,58,51368,1.0,5,1.6,8,4,47,11,113213,76465,9,0,1,4,1,1,1,9,7,4,1,False,False,True,False,True,False,False,False,True
9414,58,59109,9.4,10,2.9,10,3,26,9,53738,39213,1,2,3,3,4,6,1,6,8,5,1,False,False,True,False,False,True,False,False,True
9415,40,226661,4.4,3,1.4,3,3,28,17,120364,126066,9,3,2,2,6,5,2,8,6,6,8,False,False,True,False,True,False,False,False,True
9416,24,203717,4.6,2,3.5,9,6,46,6,42091,43633,3,5,1,2,4,10,10,7,9,4,10,False,False,True,False,False,True,False,False,True
9417,20,203069,5.1,2,3.1,6,2,7,8,146281,50717,2,7,6,8,8,3,6,10,1,8,9,False,False,True,False,False,True,False,False,True
9418,75,42426,5.3,14,4.1,9,3,30,9,99324,136486,3,7,4,8,5,9,10,6,6,6,8,True,False,False,False,False,True,False,False,True
9419,49,132632,9.0,5,3.4,1,1,33,19,86992,64207,2,9,5,1,6,10,8,7,9,8,10,True,False,False,False,True,False,False,False,True
9420,48,127637,7.1,4,2.4,1,10,13,5,16544,48105,2,5,4,10,3,3,6,8,3,10,7,True,False,False,False,True,False,False,False,True
9421,35,54023,4.6,2,4.5,6,5,3,6,76495,146125,1,1,4,1,4,5,6,7,10,2,4,False,True,False,False,True,False,False,False,True
9422,60,137268,4.9,5,3.0,4,3,42,11,18373,9774,4,5,1,7,6,1,9,1,5,5,2,True,False,False,False,False,True,False,True,False
9423,24,205339,11.0,10,0.0,5,7,48,6,61916,63832,5,1,1,6,2,5,1,6,3,2,9,False,True,False,False,False,True,False,False,True
9424,58,170964,6.7,9,1.7,5,9,28,12,106019,41384,4,0,1,7,6,6,5,5,1,10,2,True,False,False,False,True,False,False,False,True
9425,18,205304,5.1,8,2.3,3,5,38,17,59619,118174,1,7,4,2,7,1,5,5,7,8,1,False,False,True,False,True,False,False,False,True
9426,78,124211,2.8,9,4.2,9,2,32,4,115718,19279,2,0,7,10,8,8,4,8,2,3,7,True,False,False,False,True,False,False,False,True
9427,31,109897,2.6,9,1.9,1,2,20,16,44741,20041,3,0,6,4,4,5,1,3,1,10,10,True,False,False,False,True,False,False,False,True
9428,69,205297,3.8,8,1.6,6,4,40,14,103768,96514,1,2,2,8,8,6,4,10,9,4,10,True,False,False,False,False,True,False,False,True
9429,49,162079,6.2,9,0.0,2,10,48,1,17724,30769,10,0,1,2,10,2,8,9,5,9,6,False,True,False,False,False,True,False,False,True
9430,23,94777,8.2,4,4.2,2,9,0,4,65431,4458,3,5,7,6,6,9,10,9,9,4,8,False,False,True,False,True,False,False,True,False
9431,56,59858,7.2,8,4.4,9,2,26,15,87917,120307,6,8,5,10,4,8,2,4,2,1,10,False,False,True,False,False,True,False,False,True
9432,27,191145,8.3,14,1.0,10,5,1,0,25121,71315,9,5,1,3,3,8,7,1,2,3,9,False,True,False,True,False,False,False,False,True
9433,24,235510,7.1,2,0.7,2,7,42,8,107747,136381,2,7,5,2,4,6,7,5,10,1,4,False,True,False,False,False,True,False,False,True
9434,43,105042,3.5,9,3.9,9,10,9,3,40668,146667,7,3,1,1,3,10,10,1,6,1,1,False,False,True,False,False,True,False,False,True
9435,51,98098,6.8,13,4.2,8,4,9,0,101226,142645,6,4,6,5,7,4,1,10,9,2,9,False,True,False,True,False,False,False,False,True
9436,47,35239,6.9,9,1.6,7,7,29,10,38570,67273,6,4,6,5,5,2,8,3,5,5,5,False,True,False,False,False,True,False,False,True
9437,53,209041,5.8,11,2.2,8,7,0,4,46449,35699,1,5,1,8,2,9,3,4,10,8,9,True,False,False,False,False,True,False,False,True
9438,38,159137,5.4,3,3.2,9,2,30,9,115129,123617,10,8,3,5,6,1,5,1,9,7,9,True,False,False,False,True,False,False,False,True
9439,79,125951,5.7,6,1.2,10,2,34,8,93869,96651,2,0,2,10,8,8,5,4,7,6,4,False,False,True,False,True,False,False,False,True
9440,77,56291,2.9,12,1.3,9,2,47,6,56549,51952,4,8,4,10,5,8,4,8,7,5,10,False,True,False,False,False,True,False,False,True
9441,34,53805,3.3,7,2.1,3,9,28,18,53275,94735,3,5,5,2,6,6,8,9,3,5,8,False,False,True,False,False,True,False,False,True
9442,50,113831,11.1,3,1.2,10,1,12,11,66292,81667,3,9,2,4,6,6,5,2,7,10,8,False,True,False,True,False,False,False,False,True
9443,27,164515,3.5,5,6.0,1,6,8,17,110859,24042,10,7,3,5,2,2,3,1,9,3,1,False,False,True,False,False,True,False,False,True
9444,68,24290,2.5,1,4.1,8,7,39,3,17352,51868,4,2,6,4,3,6,3,6,9,4,5,False,True,False,False,True,False,False,False,True
9445,64,146283,4.6,11,2.1,10,9,42,11,116275,148532,6,8,3,3,1,5,9,2,10,7,5,False,False,True,True,False,False,False,False,True
9446,59,98634,6.9,3,2.7,4,3,40,3,81187,149045,7,8,1,1,7,7,9,5,1,8,9,True,False,False,False,True,False,False,False,True
9447,68,34072,7.1,12,0.4,5,9,10,2,84773,5778,3,6,5,3,10,7,6,8,7,3,5,True,False,False,True,False,False,False,True,False
9448,29,58290,4.0,8,3.0,6,7,23,16,106726,115550,9,1,2,2,9,6,7,1,6,9,4,False,True,False,False,True,False,False,False,True
9449,73,100186,6.2,3,3.5,6,5,24,17,5049,5371,10,6,5,7,6,3,1,7,2,3,1,True,False,False,False,False,True,True,False,False
9450,33,30115,4.9,8,1.6,7,5,12,8,31577,97533,1,4,6,1,5,7,10,9,9,1,3,False,False,True,False,True,False,False,False,True
9451,58,20149,6.4,9,1.9,10,7,13,13,62387,119850,1,5,5,1,10,5,3,9,8,7,10,False,True,False,False,True,False,False,False,True
9452,49,56992,5.4,6,1.3,3,10,40,12,76331,35156,3,8,6,8,1,5,8,5,2,4,3,False,False,True,False,True,False,False,False,True
9453,32,32716,4.6,7,4.3,2,6,2,4,128540,45615,1,2,4,7,2,2,10,7,4,9,10,True,False,False,False,True,False,False,False,True
